"","experiment_id","cross_id","brood_id","vial_unique_id","treatment_id","data_collector","phenotypic_class_1","phenotypic_class_2","phenotypic_class_3","phenotypic_class_4","phenotypic_class_5","phenotypic_class_6","phenotypic_class_7","phenotypic_class_8","phenotypic_class_9","phenotypic_class_10","phenotypic_class_11","phenotypic_class_12","phenotypic_class_13","phenotypic_class_14","phenotypic_class_15","phenotypic_class_16","phenotypic_class_17","phenotypic_class_18","phenotypic_class_19","phenotypic_class_20","phenotypic_class_21","phenotypic_class_22","phenotypic_class_23","phenotypic_class_24","phenotypic_class_25","phenotypic_class_26","phenotypic_class_27","phenotypic_class_28","phenotypic_class_29","phenotypic_class_30","phenotypic_class_31","phenotypic_class_32","phenotypic_class_33","phenotypic_class_34","phenotypic_class_35","phenotypic_class_36","phenotypic_class_37","phenotypic_class_38","phenotypic_class_39","phenotypic_class_40","phenotypic_class_41","phenotypic_class_42","phenotypic_class_43","phenotypic_class_44","phenotypic_class_45","phenotypic_class_46","phenotypic_class_47","phenotypic_class_48","phenotypic_class_49","phenotypic_class_50","phenotypic_class_51","phenotypic_class_52","phenotypic_class_53","phenotypic_class_54","phenotypic_class_55","phenotypic_class_56","phenotypic_class_57","phenotypic_class_58","phenotypic_class_59","phenotypic_class_60","phenotypic_class_61","phenotypic_class_62","phenotypic_class_63","phenotypic_class_64","phenotypic_class_65","phenotypic_class_66","phenotypic_class_67","phenotypic_class_68","phenotypic_class_69","phenotypic_class_70","phenotypic_class_71","phenotypic_class_72","phenotypic_class_73","phenotypic_class_74","phenotypic_class_75","phenotypic_class_76","phenotypic_class_77","phenotypic_class_78","phenotypic_class_79","phenotypic_class_80","phenotypic_class_81","phenotypic_class_82","phenotypic_class_83","phenotypic_class_84","phenotypic_class_85","phenotypic_class_86","phenotypic_class_87","phenotypic_class_88","phenotypic_class_89","phenotypic_class_90","phenotypic_class_91","phenotypic_class_92","phenotypic_class_93","phenotypic_class_94","phenotypic_class_95","phenotypic_class_96","phenotypic_class_97","phenotypic_class_98","phenotypic_class_99","phenotypic_class_100","phenotypic_class_101","phenotypic_class_102","phenotypic_class_103","phenotypic_class_104","phenotypic_class_105","phenotypic_class_106","phenotypic_class_107","phenotypic_class_108","phenotypic_class_109","phenotypic_class_110","phenotypic_class_111","phenotypic_class_112","phenotypic_class_113","phenotypic_class_114","phenotypic_class_115","phenotypic_class_116","phenotypic_class_117","phenotypic_class_118","phenotypic_class_119","phenotypic_class_120","phenotypic_class_121","phenotypic_class_122","phenotypic_class_123","phenotypic_class_124","phenotypic_class_125","phenotypic_class_126","phenotypic_class_127","phenotypic_class_128","female_adult_count","male_adult_count","total_adult_count","EH_raw_multiply_marked_total_egg_count","MS_raw_multiply_marked_total_egg_count"
"11","SK_14",1,"B","SK_14_1_B","multiply_marked","SK",16,7,0,0,2,1,7,7,9,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,2,1,3,5,3,2,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,51,111,173,170
"12","SK_14",3,"B","SK_14_3_B","multiply_marked","SK",9,6,1,2,2,1,6,3,6,4,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,1,0,0,2,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,43,91,140,136
"13","SK_14",5,"B","SK_14_5_B","multiply_marked","SK",11,2,1,1,0,0,4,4,2,3,1,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,1,0,0,1,8,2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,78,129,124
"14","SK_14",6,"B","SK_14_6_B","multiply_marked","SK",11,10,0,1,0,1,5,4,7,6,2,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,1,0,6,1,5,2,1,5,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,36,96,146,140
"15","SK_14",8,"B","SK_14_8_B","multiply_marked","SK",13,8,0,1,1,1,5,3,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,1,0,5,3,7,4,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,56,101,189,163
"16","SK_14",12,"B","SK_14_12_B","multiply_marked","SK",7,2,0,4,1,0,5,2,3,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,1,0,0,0,3,1,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,67,133,126
"17","SK_14",14,"B","SK_14_14_B","multiply_marked","SK",10,9,0,0,1,1,6,4,2,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,1,1,1,0,1,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,28,71,137,132
"18","SK_14",17,"B","SK_14_17_B","multiply_marked","SK",9,10,1,0,1,3,7,2,3,3,3,4,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,2,5,4,2,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,46,100,163,155
"19","SK_14",18,"B","SK_14_18_B","multiply_marked","SK",8,9,0,2,1,2,7,4,4,4,3,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,1,1,0,0,1,1,3,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,32,84,161,159
"20","SK_14",19,"B","SK_14_19_B","multiply_marked","SK",18,5,0,0,1,2,4,3,2,2,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,6,1,1,2,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,32,79,118,111
"21","SK_14",1,"C","SK_14_1_C","multiply_marked","SK",11,8,0,0,2,3,4,3,5,3,4,6,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,2,1,0,6,3,4,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,46,104,152,144
"22","SK_14",3,"C","SK_14_3_C","multiply_marked","SK",13,6,1,1,2,1,1,2,3,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,1,2,4,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,24,64,124,113
"23","SK_14",5,"C","SK_14_5_C","multiply_marked","SK",9,4,0,0,1,1,0,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,0,0,5,4,3,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,55,93,88
"24","SK_14",6,"C","SK_14_6_C","multiply_marked","SK",7,2,0,2,0,0,2,5,1,3,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,1,2,0,7,3,2,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,36,71,108,103
"25","SK_14",8,"C","SK_14_8_C","multiply_marked","SK",12,7,2,0,0,1,2,3,6,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,1,2,0,3,4,2,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,35,81,111,110
"26","SK_14",12,"C","SK_14_12_C","multiply_marked","SK",6,4,1,1,0,1,2,3,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,1,0,4,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,51,98,96
"27","SK_14",14,"C","SK_14_14_C","multiply_marked","SK",8,9,1,1,0,1,2,5,3,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,1,0,2,0,9,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,82,127,117
"28","SK_14",17,"C","SK_14_17_C","multiply_marked","SK",3,3,0,1,0,0,2,3,2,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,38,76,70
"29","SK_14",18,"C","SK_14_18_C","multiply_marked","SK",8,7,1,0,0,0,4,1,2,2,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,20,55,103,98
"30","SK_14",19,"C","SK_14_19_C","multiply_marked","SK",8,2,1,0,0,3,22,1,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,0,2,1,2,4,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,38,91,121,111
"31","SK_14",1,"D","SK_14_1_D","multiply_marked","SK",29,12,1,1,1,2,11,8,5,9,2,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,3,0,1,0,5,2,8,5,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,57,147,226,211
"32","SK_14",3,"D","SK_14_3_D","multiply_marked","SK",6,10,0,0,1,0,3,6,1,2,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,4,1,7,2,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,33,75,141,132
"33","SK_14",5,"D","SK_14_5_D","multiply_marked","SK",19,8,0,0,1,0,5,5,4,4,3,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,3,3,2,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,34,96,128,130
"34","SK_14",6,"D","SK_14_6_D","multiply_marked","SK",7,5,1,1,1,1,3,7,3,1,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,1,2,2,4,5,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,46,87,122,119
"35","SK_14",8,"D","SK_14_8_D","multiply_marked","SK",22,8,0,0,1,2,10,0,7,6,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,5,3,6,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,46,116,210,188
"36","SK_14",12,"D","SK_14_12_D","multiply_marked","SK",11,5,3,0,2,1,8,4,11,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,2,0,2,0,10,2,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,40,96,153,146
"37","SK_14",14,"D","SK_14_14_D","multiply_marked","SK",20,9,2,0,2,0,8,4,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,1,1,8,2,5,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,55,114,164,156
